id,previous,poutcome,cons_conf_idx,euribor3m,nr_employed,y
121,0,nonexistent,-36.4,4.857,5191.0,no
122,0,nonexistent,-36.4,4.857,5191.0,no
123,0,nonexistent,-36.4,4.857,5191.0,no
124,0,nonexistent,-36.4,4.857,5191.0,no
125,0,nonexistent,-36.4,4.857,5191.0,no
126,0,nonexistent,-36.4,4.857,5191.0,no
127,0,nonexistent,-36.4,4.857,5191.0,no
128,0,nonexistent,-36.4,4.857,5191.0,no
129,0,nonexistent,-36.4,4.857,5191.0,yes
130,0,nonexistent,-36.4,4.857,5191.0,no
131,0,nonexistent,-36.4,4.857,5191.0,no
132,0,nonexistent,-36.4,4.857,5191.0,no
133,0,nonexistent,-36.4,4.857,5191.0,no
134,0,nonexistent,-36.4,4.857,5191.0,no
135,0,nonexistent,-36.4,4.857,5191.0,no
136,0,nonexistent,-36.4,4.857,5191.0,no
137,0,nonexistent,-36.4,4.857,5191.0,no
138,0,nonexistent,-36.4,4.857,5191.0,no
139,0,nonexistent,-36.4,4.857,5191.0,yes
140,0,nonexistent,-36.4,4.857,5191.0,no
141,0,nonexistent,-36.4,4.857,5191.0,no
142,0,nonexistent,-36.4,4.857,5191.0,no
143,0,nonexistent,-36.4,4.857,5191.0,no
144,0,nonexistent,-36.4,4.857,5191.0,no
145,0,nonexistent,-36.4,4.857,5191.0,no
146,0,nonexistent,-36.4,4.857,5191.0,no
147,0,nonexistent,-36.4,4.857,5191.0,no
148,0,nonexistent,-36.4,4.857,5191.0,no
149,0,nonexistent,-36.4,4.857,5191.0,no
150,0,nonexistent,-36.4,4.857,5191.0,no
151,0,nonexistent,-36.4,4.857,5191.0,no
152,0,nonexistent,-36.4,4.857,5191.0,no
153,0,nonexistent,-36.4,4.857,5191.0,no
154,0,nonexistent,-36.4,4.857,5191.0,no
155,0,nonexistent,-36.4,4.857,5191.0,no
156,0,nonexistent,-36.4,4.857,5191.0,no
157,0,nonexistent,-36.4,4.857,5191.0,no
158,0,nonexistent,-36.4,4.857,5191.0,no
159,0,nonexistent,-36.4,4.857,5191.0,no
160,0,nonexistent,-36.4,4.857,5191.0,no
161,0,nonexistent,-36.4,4.857,5191.0,no
162,0,nonexistent,-36.4,4.857,5191.0,no
163,0,nonexistent,-36.4,4.857,5191.0,no
164,0,nonexistent,-36.4,4.857,5191.0,no
165,0,nonexistent,-36.4,4.857,5191.0,no
166,0,nonexistent,-36.4,4.857,5191.0,no
167,0,nonexistent,-36.4,4.857,5191.0,no
168,0,nonexistent,-36.4,4.857,5191.0,no
169,0,nonexistent,-36.4,4.857,5191.0,no
170,0,nonexistent,-36.4,4.857,5191.0,no
171,0,nonexistent,-36.4,4.857,5191.0,no
172,0,nonexistent,-36.4,4.857,5191.0,no
173,0,nonexistent,-36.4,4.857,5191.0,no
174,0,nonexistent,-36.4,4.857,5191.0,no
175,0,nonexistent,-36.4,4.857,5191.0,no
176,0,nonexistent,-36.4,4.857,5191.0,no
177,0,nonexistent,-36.4,4.857,5191.0,no
178,0,nonexistent,-36.4,4.857,5191.0,no
179,0,nonexistent,-36.4,4.857,5191.0,no
180,0,nonexistent,-36.4,4.857,5191.0,no
181,0,nonexistent,-36.4,4.857,5191.0,no
182,0,nonexistent,-36.4,4.857,5191.0,yes
183,0,nonexistent,-36.4,4.857,5191.0,no
184,0,nonexistent,-36.4,4.857,5191.0,no
185,0,nonexistent,-36.4,4.857,5191.0,no
186,0,nonexistent,-36.4,4.857,5191.0,no
187,0,nonexistent,-36.4,4.857,5191.0,no
188,0,nonexistent,-36.4,4.857,5191.0,no
189,0,nonexistent,-36.4,4.857,5191.0,no
190,0,nonexistent,-36.4,4.857,5191.0,no
191,0,nonexistent,-36.4,4.857,5191.0,no
192,0,nonexistent,-36.4,4.857,5191.0,no
193,0,nonexistent,-36.4,4.857,5191.0,no
194,0,nonexistent,-36.4,4.857,5191.0,no
195,0,nonexistent,-36.4,4.857,5191.0,no
196,0,nonexistent,-36.4,4.857,5191.0,no
197,0,nonexistent,-36.4,4.857,5191.0,no
198,0,nonexistent,-36.4,4.857,5191.0,no
199,0,nonexistent,-36.4,4.857,5191.0,no
200,0,nonexistent,-36.4,4.857,5191.0,no
201,0,nonexistent,-36.4,4.857,5191.0,no
202,0,nonexistent,-36.4,4.857,5191.0,no
203,0,nonexistent,-36.4,4.857,5191.0,no
204,0,nonexistent,-36.4,4.857,5191.0,no
205,0,nonexistent,-36.4,4.857,5191.0,no
206,0,nonexistent,-36.4,4.857,5191.0,no
207,0,nonexistent,-36.4,4.857,5191.0,no
208,0,nonexistent,-36.4,4.857,5191.0,no
209,0,nonexistent,-36.4,4.857,5191.0,no
210,0,nonexistent,-36.4,4.857,5191.0,no
211,0,nonexistent,-36.4,4.857,5191.0,no
212,0,nonexistent,-36.4,4.857,5191.0,no
213,0,nonexistent,-36.4,4.857,5191.0,no
214,0,nonexistent,-36.4,4.857,5191.0,no
215,0,nonexistent,-36.4,4.857,5191.0,no
216,0,nonexistent,-36.4,4.857,5191.0,no
217,0,nonexistent,-36.4,4.857,5191.0,no
218,0,nonexistent,-36.4,4.857,5191.0,no
219,0,nonexistent,-36.4,4.857,5191.0,no
220,0,nonexistent,-36.4,4.857,5191.0,no
221,0,nonexistent,-36.4,4.857,5191.0,no
222,0,nonexistent,-36.4,4.857,5191.0,no
223,0,nonexistent,-36.4,4.857,5191.0,no
224,0,nonexistent,-36.4,4.857,5191.0,no
225,0,nonexistent,-36.4,4.857,5191.0,no
226,0,nonexistent,-36.4,4.857,5191.0,no
227,0,nonexistent,-36.4,4.857,5191.0,no
228,0,nonexistent,-36.4,4.857,5191.0,no
229,0,nonexistent,-36.4,4.857,5191.0,no
230,0,nonexistent,-36.4,4.857,5191.0,no
231,0,nonexistent,-36.4,4.857,5191.0,no
232,0,nonexistent,-36.4,4.857,5191.0,no
233,0,nonexistent,-36.4,4.857,5191.0,no
234,0,nonexistent,-36.4,4.857,5191.0,no
235,0,nonexistent,-36.4,4.857,5191.0,no
236,0,nonexistent,-36.4,4.857,5191.0,no
237,0,nonexistent,-36.4,4.857,5191.0,no
238,0,nonexistent,-36.4,4.857,5191.0,no
239,0,nonexistent,-36.4,4.857,5191.0,no
240,0,nonexistent,-36.4,4.857,5191.0,no
241,0,nonexistent,-36.4,4.857,5191.0,no
242,0,nonexistent,-36.4,4.857,5191.0,no
243,0,nonexistent,-36.4,4.857,5191.0,no
244,0,nonexistent,-36.4,4.857,5191.0,no
245,0,nonexistent,-36.4,4.857,5191.0,no
246,0,nonexistent,-36.4,4.857,5191.0,no
247,0,nonexistent,-36.4,4.857,5191.0,no
248,0,nonexistent,-36.4,4.857,5191.0,no
249,0,nonexistent,-36.4,4.857,5191.0,no
250,0,nonexistent,-36.4,4.857,5191.0,no
251,0,nonexistent,-36.4,4.857,5191.0,no
252,0,nonexistent,-36.4,4.857,5191.0,no
253,0,nonexistent,-36.4,4.857,5191.0,no
254,0,nonexistent,-36.4,4.857,5191.0,no
255,0,nonexistent,-36.4,4.857,5191.0,no
256,0,nonexistent,-36.4,4.857,5191.0,no
257,0,nonexistent,-36.4,4.857,5191.0,no
258,0,nonexistent,-36.4,4.857,5191.0,no
259,0,nonexistent,-36.4,4.857,5191.0,no
260,0,nonexistent,-36.4,4.857,5191.0,no
261,0,nonexistent,-36.4,4.857,5191.0,no
262,0,nonexistent,-36.4,4.857,5191.0,no
263,0,nonexistent,-36.4,4.857,5191.0,no
264,0,nonexistent,-36.4,4.857,5191.0,no
265,0,nonexistent,-36.4,4.857,5191.0,no
266,0,nonexistent,-36.4,4.857,5191.0,no
267,0,nonexistent,-36.4,4.857,5191.0,no
268,0,nonexistent,-36.4,4.857,5191.0,no
269,0,nonexistent,-36.4,4.857,5191.0,no
270,0,nonexistent,-36.4,4.857,5191.0,no
271,0,nonexistent,-36.4,4.857,5191.0,no
272,0,nonexistent,-36.4,4.857,5191.0,no
273,0,nonexistent,-36.4,4.857,5191.0,no
274,0,nonexistent,-36.4,4.857,5191.0,no
275,0,nonexistent,-36.4,4.857,5191.0,no
276,0,nonexistent,-36.4,4.857,5191.0,no
277,0,nonexistent,-36.4,4.857,5191.0,no
278,0,nonexistent,-36.4,4.857,5191.0,no
279,0,nonexistent,-36.4,4.857,5191.0,no
280,0,nonexistent,-36.4,4.857,5191.0,no
281,0,nonexistent,-36.4,4.857,5191.0,no
282,0,nonexistent,-36.4,4.857,5191.0,no
283,0,nonexistent,-36.4,4.857,5191.0,no
284,0,nonexistent,-36.4,4.857,5191.0,no
285,0,nonexistent,-36.4,4.857,5191.0,no
286,0,nonexistent,-36.4,4.857,5191.0,yes
287,0,nonexistent,-36.4,4.857,5191.0,no
288,0,nonexistent,-36.4,4.857,5191.0,no
289,0,nonexistent,-36.4,4.857,5191.0,no
290,0,nonexistent,-36.4,4.857,5191.0,no
291,0,nonexistent,-36.4,4.857,5191.0,no
292,0,nonexistent,-36.4,4.857,5191.0,no
293,0,nonexistent,-36.4,4.857,5191.0,no
294,0,nonexistent,-36.4,4.857,5191.0,no
295,0,nonexistent,-36.4,4.857,5191.0,no
296,0,nonexistent,-36.4,4.857,5191.0,no
297,0,nonexistent,-36.4,4.857,5191.0,no
298,0,nonexistent,-36.4,4.857,5191.0,no
299,0,nonexistent,-36.4,4.857,5191.0,no
300,0,nonexistent,-36.4,4.857,5191.0,no
301,0,nonexistent,-36.4,4.857,5191.0,no
302,0,nonexistent,-36.4,4.857,5191.0,no
303,0,nonexistent,-36.4,4.857,5191.0,no
304,0,nonexistent,-36.4,4.857,5191.0,no
305,0,nonexistent,-36.4,4.857,5191.0,no
306,0,nonexistent,-36.4,4.857,5191.0,no
307,0,nonexistent,-36.4,4.857,5191.0,no
308,0,nonexistent,-36.4,4.857,5191.0,no
309,0,nonexistent,-36.4,4.857,5191.0,no
310,0,nonexistent,-36.4,4.857,5191.0,no
311,0,nonexistent,-36.4,4.857,5191.0,no
312,0,nonexistent,-36.4,4.857,5191.0,no
313,0,nonexistent,-36.4,4.857,5191.0,no
314,0,nonexistent,-36.4,4.857,5191.0,no
315,0,nonexistent,-36.4,4.857,5191.0,no
316,0,nonexistent,-36.4,4.857,5191.0,no
317,0,nonexistent,-36.4,4.857,5191.0,no
318,0,nonexistent,-36.4,4.857,5191.0,no
319,0,nonexistent,-36.4,4.857,5191.0,no
320,0,nonexistent,-36.4,4.857,5191.0,no
321,0,nonexistent,-36.4,4.857,5191.0,no
322,0,nonexistent,-36.4,4.857,5191.0,no
323,0,nonexistent,-36.4,4.857,5191.0,no
324,0,nonexistent,-36.4,4.857,5191.0,no
325,0,nonexistent,-36.4,4.857,5191.0,no
326,0,nonexistent,-36.4,4.857,5191.0,no
327,0,nonexistent,-36.4,4.857,5191.0,no
328,0,nonexistent,-36.4,4.857,5191.0,no
329,0,nonexistent,-36.4,4.857,5191.0,no
330,0,nonexistent,-36.4,4.857,5191.0,no
331,0,nonexistent,-36.4,4.857,5191.0,no
332,0,nonexistent,-36.4,4.857,5191.0,no
333,0,nonexistent,-36.4,4.857,5191.0,no
334,0,nonexistent,-36.4,4.857,5191.0,no
335,0,nonexistent,-36.4,4.857,5191.0,no
336,0,nonexistent,-36.4,4.857,5191.0,no
337,0,nonexistent,-36.4,4.857,5191.0,no
338,0,nonexistent,-36.4,4.857,5191.0,no
339,0,nonexistent,-36.4,4.857,5191.0,no
340,0,nonexistent,-36.4,4.857,5191.0,no
341,0,nonexistent,-36.4,4.857,5191.0,no
342,0,nonexistent,-36.4,4.857,5191.0,no
343,0,nonexistent,-36.4,4.857,5191.0,no
344,0,nonexistent,-36.4,4.857,5191.0,no
345,0,nonexistent,-36.4,4.857,5191.0,no
346,0,nonexistent,-36.4,4.857,5191.0,no
347,0,nonexistent,-36.4,4.857,5191.0,no
348,0,nonexistent,-36.4,4.857,5191.0,no
349,0,nonexistent,-36.4,4.857,5191.0,no
350,0,nonexistent,-36.4,4.857,5191.0,no
351,0,nonexistent,-36.4,4.857,5191.0,no
352,0,nonexistent,-36.4,4.857,5191.0,no
353,0,nonexistent,-36.4,4.857,5191.0,no
354,0,nonexistent,-36.4,4.857,5191.0,no
355,0,nonexistent,-36.4,4.857,5191.0,no
356,0,nonexistent,-36.4,4.857,5191.0,no
357,0,nonexistent,-36.4,4.857,5191.0,no
358,0,nonexistent,-36.4,4.857,5191.0,no
359,0,nonexistent,-36.4,4.857,5191.0,no
360,0,nonexistent,-36.4,4.857,5191.0,no
361,0,nonexistent,-36.4,4.857,5191.0,no
362,0,nonexistent,-36.4,4.857,5191.0,no
363,0,nonexistent,-36.4,4.857,5191.0,no
364,0,nonexistent,-36.4,4.857,5191.0,no
365,0,nonexistent,-36.4,4.857,5191.0,no
366,0,nonexistent,-36.4,4.857,5191.0,no
367,0,nonexistent,-36.4,4.857,5191.0,no
368,0,nonexistent,-36.4,4.857,5191.0,no
369,0,nonexistent,-36.4,4.857,5191.0,no
370,0,nonexistent,-36.4,4.857,5191.0,no
371,0,nonexistent,-36.4,4.857,5191.0,no
372,0,nonexistent,-36.4,4.857,5191.0,no
373,0,nonexistent,-36.4,4.857,5191.0,no
374,0,nonexistent,-36.4,4.857,5191.0,no
375,0,nonexistent,-36.4,4.857,5191.0,no
376,0,nonexistent,-36.4,4.857,5191.0,no
377,0,nonexistent,-36.4,4.857,5191.0,no
378,0,nonexistent,-36.4,4.857,5191.0,no
379,0,nonexistent,-36.4,4.857,5191.0,no
380,0,nonexistent,-36.4,4.857,5191.0,no
381,0,nonexistent,-36.4,4.857,5191.0,no
382,0,nonexistent,-36.4,4.857,5191.0,no
383,0,nonexistent,-36.4,4.857,5191.0,no
384,0,nonexistent,-36.4,4.857,5191.0,no
385,0,nonexistent,-36.4,4.857,5191.0,no
386,0,nonexistent,-36.4,4.857,5191.0,no
387,0,nonexistent,-36.4,4.857,5191.0,no
388,0,nonexistent,-36.4,4.857,5191.0,yes
389,0,nonexistent,-36.4,4.857,5191.0,yes
390,0,nonexistent,-36.4,4.857,5191.0,no
391,0,nonexistent,-36.4,4.857,5191.0,no
392,0,nonexistent,-36.4,4.857,5191.0,no
393,0,nonexistent,-36.4,4.857,5191.0,no
394,0,nonexistent,-36.4,4.857,5191.0,no
395,0,nonexistent,-36.4,4.857,5191.0,no
396,0,nonexistent,-36.4,4.857,5191.0,no
397,0,nonexistent,-36.4,4.857,5191.0,no
398,0,nonexistent,-36.4,4.857,5191.0,no
399,0,nonexistent,-36.4,4.857,5191.0,no
400,0,nonexistent,-36.4,4.857,5191.0,no
401,0,nonexistent,-36.4,4.857,5191.0,no
402,0,nonexistent,-36.4,4.857,5191.0,no
403,0,nonexistent,-36.4,4.857,5191.0,no
404,0,nonexistent,-36.4,4.857,5191.0,no
405,0,nonexistent,-36.4,4.857,5191.0,no
406,0,nonexistent,-36.4,4.857,5191.0,no
407,0,nonexistent,-36.4,4.857,5191.0,no
408,0,nonexistent,-36.4,4.857,5191.0,no
409,0,nonexistent,-36.4,4.857,5191.0,no
410,0,nonexistent,-36.4,4.857,5191.0,no
411,0,nonexistent,-36.4,4.857,5191.0,no
412,0,nonexistent,-36.4,4.857,5191.0,no
413,0,nonexistent,-36.4,4.857,5191.0,no
414,0,nonexistent,-36.4,4.857,5191.0,no
415,0,nonexistent,-36.4,4.857,5191.0,no
416,0,nonexistent,-36.4,4.857,5191.0,no
417,0,nonexistent,-36.4,4.857,5191.0,no
418,0,nonexistent,-36.4,4.857,5191.0,no
419,0,nonexistent,-36.4,4.857,5191.0,no
420,0,nonexistent,-36.4,4.857,5191.0,no
421,0,nonexistent,-36.4,4.857,5191.0,no
422,0,nonexistent,-36.4,4.857,5191.0,no
423,0,nonexistent,-36.4,4.857,5191.0,no
424,0,nonexistent,-36.4,4.857,5191.0,no
425,0,nonexistent,-36.4,4.857,5191.0,no
426,0,nonexistent,-36.4,4.857,5191.0,no
427,0,nonexistent,-36.4,4.857,5191.0,no
428,0,nonexistent,-36.4,4.857,5191.0,no
429,0,nonexistent,-36.4,4.857,5191.0,no
430,0,nonexistent,-36.4,4.857,5191.0,no
431,0,nonexistent,-36.4,4.857,5191.0,no
432,0,nonexistent,-36.4,4.857,5191.0,no
433,0,nonexistent,-36.4,4.857,5191.0,no
434,0,nonexistent,-36.4,4.857,5191.0,no
435,0,nonexistent,-36.4,4.857,5191.0,no
436,0,nonexistent,-36.4,4.857,5191.0,no
437,0,nonexistent,-36.4,4.857,5191.0,no
438,0,nonexistent,-36.4,4.857,5191.0,no
439,0,nonexistent,-36.4,4.857,5191.0,no
440,0,nonexistent,-36.4,4.857,5191.0,no
441,0,nonexistent,-36.4,4.857,5191.0,no
442,0,nonexistent,-36.4,4.857,5191.0,no
443,0,nonexistent,-36.4,4.857,5191.0,no
444,0,nonexistent,-36.4,4.857,5191.0,no
445,0,nonexistent,-36.4,4.857,5191.0,no
446,0,nonexistent,-36.4,4.857,5191.0,yes
447,0,nonexistent,-36.4,4.857,5191.0,no
448,0,nonexistent,-36.4,4.857,5191.0,no
449,0,nonexistent,-36.4,4.857,5191.0,no
450,0,nonexistent,-36.4,4.857,5191.0,no
451,0,nonexistent,-36.4,4.857,5191.0,no
452,0,nonexistent,-36.4,4.857,5191.0,no
453,0,nonexistent,-36.4,4.857,5191.0,no
454,0,nonexistent,-36.4,4.857,5191.0,no
455,0,nonexistent,-36.4,4.857,5191.0,no
456,0,nonexistent,-36.4,4.857,5191.0,no
457,0,nonexistent,-36.4,4.857,5191.0,no
458,0,nonexistent,-36.4,4.857,5191.0,no
459,0,nonexistent,-36.4,4.857,5191.0,no
460,0,nonexistent,-36.4,4.857,5191.0,no
461,0,nonexistent,-36.4,4.857,5191.0,no
462,0,nonexistent,-36.4,4.857,5191.0,no
463,0,nonexistent,-36.4,4.857,5191.0,no
464,0,nonexistent,-36.4,4.857,5191.0,no
465,0,nonexistent,-36.4,4.857,5191.0,no
466,0,nonexistent,-36.4,4.857,5191.0,no
467,0,nonexistent,-36.4,4.857,5191.0,no
468,0,nonexistent,-36.4,4.857,5191.0,no
469,0,nonexistent,-36.4,4.857,5191.0,yes
470,0,nonexistent,-36.4,4.857,5191.0,no
471,0,nonexistent,-36.4,4.857,5191.0,no
472,0,nonexistent,-36.4,4.857,5191.0,no
473,0,nonexistent,-36.4,4.857,5191.0,no
474,0,nonexistent,-36.4,4.857,5191.0,no
475,0,nonexistent,-36.4,4.857,5191.0,no
476,0,nonexistent,-36.4,4.857,5191.0,no
477,0,nonexistent,-36.4,4.857,5191.0,no
478,0,nonexistent,-36.4,4.857,5191.0,no
479,0,nonexistent,-36.4,4.857,5191.0,no
480,0,nonexistent,-36.4,4.857,5191.0,no
481,0,nonexistent,-36.4,4.857,5191.0,no
482,0,nonexistent,-36.4,4.857,5191.0,no
483,0,nonexistent,-36.4,4.857,5191.0,no
484,0,nonexistent,-36.4,4.857,5191.0,no
485,0,nonexistent,-36.4,4.857,5191.0,no
486,0,nonexistent,-36.4,4.857,5191.0,no
487,0,nonexistent,-36.4,4.857,5191.0,no
488,0,nonexistent,-36.4,4.857,5191.0,no
489,0,nonexistent,-36.4,4.857,5191.0,no
490,0,nonexistent,-36.4,4.857,5191.0,no
491,0,nonexistent,-36.4,4.857,5191.0,no
492,0,nonexistent,-36.4,4.857,5191.0,no
493,0,nonexistent,-36.4,4.857,5191.0,no
494,0,nonexistent,-36.4,4.857,5191.0,no
495,0,nonexistent,-36.4,4.857,5191.0,no
496,0,nonexistent,-36.4,4.857,5191.0,no
497,0,nonexistent,-36.4,4.857,5191.0,no
498,0,nonexistent,-36.4,4.857,5191.0,no
499,0,nonexistent,-36.4,4.857,5191.0,no
500,0,nonexistent,-36.4,4.857,5191.0,no
501,0,nonexistent,-36.4,4.857,5191.0,no
502,0,nonexistent,-36.4,4.857,5191.0,no
503,0,nonexistent,-36.4,4.857,5191.0,no
504,0,nonexistent,-36.4,4.857,5191.0,yes
505,0,nonexistent,-36.4,4.857,5191.0,no
506,0,nonexistent,-36.4,4.857,5191.0,no
507,0,nonexistent,-36.4,4.857,5191.0,no
508,0,nonexistent,-36.4,4.857,5191.0,no
509,0,nonexistent,-36.4,4.857,5191.0,no
510,0,nonexistent,-36.4,4.857,5191.0,no
511,0,nonexistent,-36.4,4.857,5191.0,no
512,0,nonexistent,-36.4,4.857,5191.0,no
513,0,nonexistent,-36.4,4.857,5191.0,no
514,0,nonexistent,-36.4,4.857,5191.0,no
515,0,nonexistent,-36.4,4.857,5191.0,no
516,0,nonexistent,-36.4,4.857,5191.0,no
517,0,nonexistent,-36.4,4.857,5191.0,no
518,0,nonexistent,-36.4,4.857,5191.0,no
519,0,nonexistent,-36.4,4.857,5191.0,no
520,0,nonexistent,-36.4,4.857,5191.0,no
521,0,nonexistent,-36.4,4.857,5191.0,no
522,0,nonexistent,-36.4,4.857,5191.0,no
523,0,nonexistent,-36.4,4.857,5191.0,no
524,0,nonexistent,-36.4,4.857,5191.0,no
525,0,nonexistent,-36.4,4.857,5191.0,no
526,0,nonexistent,-36.4,4.857,5191.0,no
527,0,nonexistent,-36.4,4.857,5191.0,no
528,0,nonexistent,-36.4,4.857,5191.0,no
529,0,nonexistent,-36.4,4.857,5191.0,no
530,0,nonexistent,-36.4,4.857,5191.0,no
531,0,nonexistent,-36.4,4.857,5191.0,no
532,0,nonexistent,-36.4,4.857,5191.0,no
533,0,nonexistent,-36.4,4.857,5191.0,no
534,0,nonexistent,-36.4,4.857,5191.0,no
